150,七武士,9.3,147599人评价,时代悲歌。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2215886505.jpg
151,电锯惊魂,8.7,397944人评价,真相就在眼前。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2565332644.jpg
152,一个叫欧维的男人决定去死,8.9,312187人评价,惠及一生的美丽。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2406624993.jpg
153,我是山姆,8.9,240773人评价,爱并不需要智商 。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p652417775.jpg
154,英雄本色,8.7,398266人评价,英雄泪短，兄弟情长。 ,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2504997087.jpg
155,上帝之城,9.0,243620人评价,被上帝抛弃了的上帝之城。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p455677490.jpg
156,头号玩家,8.6,1091364人评价,写给影迷，动漫迷和游戏迷的一封情书。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2516578307.jpg
157,谍影重重3,8.8,334257人评价,像吃了苏打饼一样干脆的电影。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p792223507.jpg
158,疯狂原始人,8.7,675753人评价,老少皆宜，这就是好莱坞动画的魅力。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1867084027.jpg
159,岁月神偷,8.7,484994人评价,岁月流逝，来日可追。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p456666151.jpg
160,纵横四海,8.8,317515人评价,香港浪漫主义警匪动作片的巅峰之作。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2597918718.jpg
161,未麻的部屋,9.0,217275人评价,好的剧本是，就算你猜到了结局也猜不到全部。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1351050722.jpg
162,卢旺达饭店,8.9,236847人评价,当这个世界闭上双眼，他却敞开了怀抱。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p470419493.jpg
163,三块广告牌,8.7,649211人评价,怼天怼地，你走后，她与世界为敌。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2510081688.jpg
164,达拉斯买家俱乐部,8.8,350947人评价,Jared Leto的腿比女人还美！,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2166160837.jpg
165,花样年华,8.7,447928人评价,偷情本没有这样美。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1910828286.jpg
166,心迷宫,8.7,384210人评价,荒诞讽刺，千奇百巧，抽丝剥茧，百转千回。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2276780256.jpg
167,记忆碎片,8.6,484190人评价,一个针管引发的血案。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p641688453.jpg
168,模仿游戏,8.7,475335人评价,他给机器起名“克里斯托弗”，因为这是他初恋的名字。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2255040492.jpg
169,黑客帝国3：矩阵革命,8.8,330637人评价,不得不说，《黑客帝国》系列是商业片与科幻、哲学完美结合的典范。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p443461818.jpg
170,你的名字。,8.4,1075917人评价,穿越错位的时空，仰望陨落的星辰，你没留下你的名字，我却无法忘记那句“我爱你”。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2395733377.jpg
171,新世界,8.8,273205人评价,要做就做得狠一点，这样才能活下去。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1903379979.jpg
172,荒蛮故事,8.8,330308人评价,始于荒诞，止于更荒诞。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2584519452.jpg
173,真爱至上,8.6,570469人评价,爱，是个动词。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p475600770.jpg
